id,"title","description","image_url",price,"created_at","updated_at","artist","typo"
5777,"Hercules","Karl Wallinger","Egyptology.jpg",8.15,"2011-10-19 19:18:32","2011-10-19 19:18:32","World Party","audio-CD"
5778,"Love Is Best","Karl Wallinger","Egyptology.jpg",9.15,"2011-10-19 19:18:32","2011-10-19 19:18:32","World Party","audio-CD"
5779,"Rolling Off A Log","Karl Wallinger","Egyptology.jpg",10.15,"2011-10-19 19:18:32","2011-10-19 19:18:32","World Party","audio-CD"
5780,"Strange Groove","Karl Wallinger","Egyptology.jpg",11.15,"2011-10-19 19:18:32","2011-10-19 19:18:32","World Party","audio-CD"
5781,"The Whole Of The Night","Karl Wallinger","Egyptology.jpg",12.15,"2011-10-19 19:18:32","2011-10-19 19:18:32","World Party","audio-CD"
5782,"Piece Of Mind","Karl Wallinger","Egyptology.jpg",13.15,"2011-10-19 19:18:32","2011-10-19 19:18:32","World Party","audio-CD"
5783,"This World","Karl Wallinger","Egyptology.jpg",14.15,"2011-10-19 19:18:32","2011-10-19 19:18:32","World Party","audio-CD"
5784,"Always","Karl Wallinger","Egyptology.jpg",15.15,"2011-10-19 19:18:32","2011-10-19 19:18:32","World Party","audio-CD"
5785,"I.G.Y","Donald Fagen","The_Nightfly.jpg",1.80,"2011-10-19 19:18:32","2011-10-19 19:18:32","Donald Fagen","audio-CD"
5786,"Green Flower Street","Donald Fagen","The_Nightfly.jpg",2.80,"2011-10-19 19:18:32","2011-10-19 19:18:32","Donald Fagen","audio-CD"
5787,"Ruby Baby","JerryLeiber  and Mike Stoller","The_Nightfly.jpg",3.80,"2011-10-19 19:18:32","2011-10-19 19:18:32","Donald Fagen","audio-CD"
5788,"Maxine","Donald Fagen","The_Nightfly.jpg",4.80,"2011-10-19 19:18:32","2011-10-19 19:18:32","Donald Fagen","audio-CD"
5789,"New Frontier","Donald Fagen","The_Nightfly.jpg",5.80,"2011-10-19 19:18:32","2011-10-19 19:18:32","Donald Fagen","audio-CD"
5790,"The Nightfly","Donald Fagen","The_Nightfly.jpg",6.80,"2011-10-19 19:18:32","2011-10-19 19:18:32","Donald Fagen","audio-CD"
5791,"The Goodbye Look","Donald Fagen","The_Nightfly.jpg",7.80,"2011-10-19 19:18:32","2011-10-19 19:18:32","Donald Fagen","audio-CD"
5792,"Walk Between The Raindrops","Donald Fagen","The_Nightfly.jpg",8.80,"2011-10-19 19:18:32","2011-10-19 19:18:32","Donald Fagen","audio-CD"
5793,"Come Together","John Lennon/Paul McCartney","Abbey_Road.jpg",1.17,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beatles","audio-CD"
5794,"Something","George Harrison","Abbey_Road.jpg",2.17,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beatles","audio-CD"
5795,"Maxwells Silver Hammer","John Lennon/Paul McCartney","Abbey_Road.jpg",3.17,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beatles","audio-CD"
5796,"Oh! Darling","John Lennon/Paul McCartney","Abbey_Road.jpg",4.17,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beatles","audio-CD"
5797,"Octopuss Garden","Ringo Starr","Abbey_Road.jpg",5.17,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beatles","audio-CD"
5798,"I Want You (Shes So Heavy)","John Lennon/Paul McCartney","Abbey_Road.jpg",6.17,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beatles","audio-CD"
5799,"Here Comes The Sun","George Harrison","Abbey_Road.jpg",7.17,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beatles","audio-CD"
5800,"Because","John Lennon/Paul McCartney","Abbey_Road.jpg",8.17,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beatles","audio-CD"
5801,"You Never Give Me Your Money","John Lennon/Paul McCartney","Abbey_Road.jpg",9.17,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beatles","audio-CD"
5802,"Sun King","John Lennon/Paul McCartney","Abbey_Road.jpg",10.17,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beatles","audio-CD"
5803,"Mean Mr. Mustard","John Lennon/Paul McCartney","Abbey_Road.jpg",11.17,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beatles","audio-CD"
5804,"Polythene Pam","John Lennon/Paul McCartney","Abbey_Road.jpg",12.17,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beatles","audio-CD"
5805,"She Came In Through The Bathroom Window","John Lennon/Paul McCartney","Abbey_Road.jpg",13.17,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beatles","audio-CD"
5806,"Golden Slumbers","John Lennon/Paul McCartney","Abbey_Road.jpg",14.17,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beatles","audio-CD"
5807,"Carry That Weight","John Lennon/Paul McCartney","Abbey_Road.jpg",15.17,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beatles","audio-CD"
5808,"Opus 4","Anne Dudley/Gary Langan/J.J. Jeczalik","The_Best_Of_The_Art_Of_Noise.jpg",1.10,"2011-10-19 19:18:32","2011-10-19 19:18:32","Art Of Noise","audio-CD"
5809,"Robinson Crusoe","Georges Van Parys/Gian-Piero Reverberi/Robert Mellin","The_Best_Of_The_Art_Of_Noise.jpg",4.10,"2011-10-19 19:18:32","2011-10-19 19:18:32","Art Of Noise","audio-CD"
5810,"Peter Gunn (Featuring Duane Eddy)","Henry Mancini","The_Best_Of_The_Art_Of_Noise.jpg",5.10,"2011-10-19 19:18:32","2011-10-19 19:18:32","Art Of Noise Featuring Duane Eddy","audio-CD"
5811,"Something Always Happens","Anne Dudley/Gary Langan/J.J. Jeczalik","The_Best_Of_The_Art_Of_Noise.jpg",10.10,"2011-10-19 19:18:32","2011-10-19 19:18:32","Art Of Noise","audio-CD"
5812,"E-Pro","BeastieBoys  and Beck; The Dust Brothers, Beck Hansen","Guero.jpg",1.13,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beck","audio-CD"
5813,"Qué Onda Guero","Beck and The Dust Brothers","Guero.jpg",2.13,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beck","audio-CD"
5814,"Girl","Beck and Dust Brothers","Guero.jpg",3.13,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beck","audio-CD"
5815,"Missing","Beck and Marcos Vinicius DeMoraes; The Dust Brothers & Carlos Eduardo Lyra","Guero.jpg",4.13,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beck","audio-CD"
5816,"Black Tambourine","Beck and Eugene Blacknell &; The Dust Brothers","Guero.jpg",5.13,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beck","audio-CD"
5817,"Earthquake Weather","MarkAdams  and Beck; The Dust Brothers; Mark Hick; Steve Washington &; Daniel Webster","Guero.jpg",6.13,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beck","audio-CD"
5818,"Hell Yes","Beck and The Dust Brothers","Guero.jpg",7.13,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beck","audio-CD"
5819,"Scarecrow","Beck and Dust Brothers","Guero.jpg",9.13,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beck","audio-CD"
5820,"Go It Alone","Beck and The Dust Brothers & Jack White","Guero.jpg",10.13,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beck","audio-CD"
5821,"Rental Car","Beck and Dust Brothers","Guero.jpg",12.13,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beck","audio-CD"
5822,"Emergency Exit","Beck and Dust Brothers","Guero.jpg",13.13,"2011-10-19 19:18:32","2011-10-19 19:18:32","Beck","audio-CD"
5823,"Salvation","D. O Riordan/N. Hogan","To_The_Faithful_Departed.jpg",2.13,"2011-10-19 19:18:32","2011-10-19 19:18:32","Cranberries","audio-CD"
5824,"When Youre Gone","Dolores O Riordan","To_The_Faithful_Departed.jpg",3.13,"2011-10-19 19:18:32","2011-10-19 19:18:32","Cranberries","audio-CD"
5825,"Free To Decide","Dolores O Riordan","To_The_Faithful_Departed.jpg",4.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Cranberries","audio-CD"
5826,"War Child","Dolores O Riordan","To_The_Faithful_Departed.jpg",5.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Cranberries","audio-CD"
5827,"Forever Yellow Skies","Dolores O Riordan","To_The_Faithful_Departed.jpg",6.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Cranberries","audio-CD"
5828,"Electric Blue","D. O Riordan/N. Hogan","To_The_Faithful_Departed.jpg",9.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Cranberries","audio-CD"
5829,"Im Still Remembering","Dolores O Riordan","To_The_Faithful_Departed.jpg",10.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Cranberries","audio-CD"
5830,"Will You Remember?","Dolores O Riordan","To_The_Faithful_Departed.jpg",11.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Cranberries","audio-CD"
5831,"Joe","D. ORiordan/N. Hogan","To_The_Faithful_Departed.jpg",12.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Cranberries","audio-CD"
5832,"Bosnia","Dolores ORiordan","To_The_Faithful_Departed.jpg",13.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Cranberries","audio-CD"
5833,"Walking Down Madison","MacColl,Kirsty  and Marr, Johnny","Electric_Landlady.jpg",1.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Kirsty MacColl","audio-CD"
5834,"All I Ever Wanted","MacColl,Kirsty  and Crenshaw, Marshall","Electric_Landlady.jpg",2.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Kirsty MacColl","audio-CD"
5835,"Children Of The Revolution","MacColl,Kirsty  and Marr, Johnny","Electric_Landlady.jpg",3.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Kirsty MacColl","audio-CD"
5836,"Halloween","MacColl,Kirsty  and Nevin, Mark E","Electric_Landlady.jpg",4.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Kirsty MacColl","audio-CD"
5837,"My Affair","MacColl,Kirsty  and Nevin, Mark E","Electric_Landlady.jpg",5.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Kirsty MacColl","audio-CD"
5838,"Lying Down","MacColl,Kirsty  and Glenister, Pete","Electric_Landlady.jpg",6.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Kirsty MacColl","audio-CD"
5839,"He Never Mentioned Love","MacColl,Kirsty  and Finer, Jem","Electric_Landlady.jpg",7.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Kirsty MacColl","audio-CD"
5840,"Well Never Pass This Way Again","MacColl, Kirsty","Electric_Landlady.jpg",8.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Kirsty MacColl","audio-CD"
5841,"The Hardest Word","MacColl,Kirsty  and MacColl, Hamish","Electric_Landlady.jpg",9.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Kirsty MacColl","audio-CD"
5842,"Maybe Its Imaginary","MacColl, Kirsty","Electric_Landlady.jpg",10.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Kirsty MacColl","audio-CD"
5843,"My Way Home","MacColl,Kirsty  and Glenister, Pete","Electric_Landlady.jpg",11.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Kirsty MacColl","audio-CD"
5844,"The One And Only","MacColl,Kirsty  and Nevin, Mark E","Electric_Landlady.jpg",12.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Kirsty MacColl","audio-CD"
5845,"Devils Haircut","Beck/John King/Michael Simpson","Odelay.jpg",1.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Beck","audio-CD"
5846,"Hotwax","Beck/John King/Michael Simpson","Odelay.jpg",2.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Beck","audio-CD"
5847,"Lord Only Knows","Beck/John King/Michael Simpson","Odelay.jpg",3.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Beck","audio-CD"
5848,"The New Pollution","Beck/John King/Michael Simpson","Odelay.jpg",4.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Beck","audio-CD"
5849,"Derelict","Beck/John King/Michael Simpson","Odelay.jpg",5.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Beck","audio-CD"
5850,"Novacane","Beck/John King/Michael Simpson","Odelay.jpg",6.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Beck","audio-CD"
5851,"Jack-Ass","Beck/John King/Michael Simpson","Odelay.jpg",7.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Beck","audio-CD"
5852,"Where Its At","Beck/John King/Michael Simpson","Odelay.jpg",8.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Beck","audio-CD"
5853,"Minus","Beck/John King/Michael Simpson","Odelay.jpg",9.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Beck","audio-CD"
5854,"Sissyneck","Beck/John King/Michael Simpson","Odelay.jpg",10.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Beck","audio-CD"
5855,"Readymade","Beck/John King/Michael Simpson","Odelay.jpg",11.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Beck","audio-CD"
5856,"High 5 (Rock the Catskills)","Beck/John King/Michael Simpson","Odelay.jpg",12.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Beck","audio-CD"
5857,"Ramshackle","Beck/John King/Michael Simpson","Odelay.jpg",13.13,"2011-10-19 19:18:33","2011-10-19 19:18:33","Beck","audio-CD"
5858,"Reverend Black Grape","Black Grape","Its_Great_When_Youre_Straight...Yeah.jpg",1.10,"2011-10-19 19:18:33","2011-10-19 19:18:33","Black Grape","audio-CD"
5859,"In The Name Of The Father","Black Grape","Its_Great_When_Youre_Straight...Yeah.jpg",2.10,"2011-10-19 19:18:33","2011-10-19 19:18:33","Black Grape","audio-CD"
5860,"Tramazi Parti","Black Grape","Its_Great_When_Youre_Straight...Yeah.jpg",3.10,"2011-10-19 19:18:33","2011-10-19 19:18:33","Black Grape","audio-CD"
5861,"Kellys Heroes","Black Grape","Its_Great_When_Youre_Straight...Yeah.jpg",4.10,"2011-10-19 19:18:33","2011-10-19 19:18:33","Black Grape","audio-CD"
5862,"Yeah Yeah Brother","Black Grape","Its_Great_When_Youre_Straight...Yeah.jpg",5.10,"2011-10-19 19:18:33","2011-10-19 19:18:33","Black Grape","audio-CD"
5863,"A Big Day In The North","Black Grape","Its_Great_When_Youre_Straight...Yeah.jpg",6.10,"2011-10-19 19:18:33","2011-10-19 19:18:33","Black Grape","audio-CD"
5864,"Shake Well Before Opening","Black Grape","Its_Great_When_Youre_Straight...Yeah.jpg",7.10,"2011-10-19 19:18:33","2011-10-19 19:18:33","Black Grape","audio-CD"
5865,"Submarine","Black Grape","Its_Great_When_Youre_Straight...Yeah.jpg",8.10,"2011-10-19 19:18:33","2011-10-19 19:18:33","Black Grape","audio-CD"
5866,"Shake Your Money","Black Grape","Its_Great_When_Youre_Straight...Yeah.jpg",9.10,"2011-10-19 19:18:33","2011-10-19 19:18:33","Black Grape","audio-CD"
5867,"Little Bob","Black Grape","Its_Great_When_Youre_Straight...Yeah.jpg",10.10,"2011-10-19 19:18:33","2011-10-19 19:18:33","Black Grape","audio-CD"
5868,"A Girl Called Johnny","Scott/The Waterboys","The_Best_Of_The_Waterboys.jpg",1.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Waterboys","audio-CD"
5869,"The Big Music","Scott/The Waterboys","The_Best_Of_The_Waterboys.jpg",2.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Waterboys","audio-CD"
5870,"All The Things She Gave Me","Scott/The Waterboys","The_Best_Of_The_Waterboys.jpg",3.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Waterboys","audio-CD"
5871,"The Whole Of The Moon","Scott/The Waterboys","The_Best_Of_The_Waterboys.jpg",4.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Waterboys","audio-CD"
5872,"Spirit","Scott/The Waterboys","The_Best_Of_The_Waterboys.jpg",5.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Waterboys","audio-CD"
5873,"Killing My Heart","Scott/The Waterboys","The_Best_Of_The_Waterboys.jpg",8.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Waterboys","audio-CD"
5874,"Strange Boat","Thistlethwaite","The_Best_Of_The_Waterboys.jpg",9.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Waterboys","audio-CD"
5875,"And A Bang On The Ear","Scott/The Waterboys","The_Best_Of_The_Waterboys.jpg",10.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Waterboys","audio-CD"
5876,"Old England","Scott/The Waterboys","The_Best_Of_The_Waterboys.jpg",11.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Waterboys","audio-CD"
5877,"A Man Is In Love","Scott/The Waterboys","The_Best_Of_The_Waterboys.jpg",12.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Waterboys","audio-CD"
5878,"Better Together","Jack Johnson","In_Between_Dreams.jpg",1.14,"2011-10-19 19:18:33","2011-10-19 19:18:33","Jack Johnson","audio-CD"
5879,"Never Know","Jack Johnson","In_Between_Dreams.jpg",2.14,"2011-10-19 19:18:33","2011-10-19 19:18:33","Jack Johnson","audio-CD"
5880,"Banana Pancakes","Jack Johnson","In_Between_Dreams.jpg",3.14,"2011-10-19 19:18:33","2011-10-19 19:18:33","Jack Johnson","audio-CD"
5881,"Good People","Jack Johnson","In_Between_Dreams.jpg",4.14,"2011-10-19 19:18:33","2011-10-19 19:18:33","Jack Johnson","audio-CD"
5882,"No Other Way","Jack Johnson","In_Between_Dreams.jpg",5.14,"2011-10-19 19:18:33","2011-10-19 19:18:33","Jack Johnson","audio-CD"
5883,"Sitting, Waiting, Wishing","Jack Johnson","In_Between_Dreams.jpg",6.14,"2011-10-19 19:18:33","2011-10-19 19:18:33","Jack Johnson","audio-CD"
5884,"Staple It Together","Johnson/Podewski","In_Between_Dreams.jpg",7.14,"2011-10-19 19:18:33","2011-10-19 19:18:33","Jack Johnson","audio-CD"
5885,"Situations","Jack Johnson","In_Between_Dreams.jpg",8.14,"2011-10-19 19:18:33","2011-10-19 19:18:33","Jack Johnson","audio-CD"
5886,"Crying Shame","Johnson/Topol","In_Between_Dreams.jpg",9.14,"2011-10-19 19:18:33","2011-10-19 19:18:33","Jack Johnson","audio-CD"
5887,"If I Could","Jack Johnson","In_Between_Dreams.jpg",10.14,"2011-10-19 19:18:33","2011-10-19 19:18:33","Jack Johnson","audio-CD"
5888,"Breakdown","Huston/Johnson/Nakamura","In_Between_Dreams.jpg",11.14,"2011-10-19 19:18:33","2011-10-19 19:18:33","Jack Johnson","audio-CD"
5889,"Belle","Jack Johnson","In_Between_Dreams.jpg",12.14,"2011-10-19 19:18:33","2011-10-19 19:18:33","Jack Johnson","audio-CD"
5890,"Do You Remember","Jack Johnson","In_Between_Dreams.jpg",13.14,"2011-10-19 19:18:33","2011-10-19 19:18:33","Jack Johnson","audio-CD"
5891,"Constellations","Jack Johnson","In_Between_Dreams.jpg",14.14,"2011-10-19 19:18:33","2011-10-19 19:18:33","Jack Johnson","audio-CD"
5892,"All Of Me","Billy Holiday","Love_Songs.jpg",1.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5893,"You Go To My Head","Billy Holiday","Love_Songs.jpg",2.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5894,"Until The Real Thing Comes Along","Billy Holiday","Love_Songs.jpg",3.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5895,"My Man","Billy Holiday","Love_Songs.jpg",4.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5896,"The Very Thought Of You","Billy Holiday","Love_Songs.jpg",5.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5897,"Easy Living","Billy Holiday","Love_Songs.jpg",6.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5898,"They Cant Take That Away From Me","Billy Holiday","Love_Songs.jpg",7.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5899,"Ive Got My Love To Keep Me Warm","Billy Holiday","Love_Songs.jpg",8.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5900,"Them There Eyes","Billy Holiday","Love_Songs.jpg",9.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5901,"Night And Day","Billy Holiday","Love_Songs.jpg",10.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5902,"The Man I Love","Billy Holiday","Love_Songs.jpg",11.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5903,"Me, Myself And I","Billy Holiday","Love_Songs.jpg",12.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5904,"The Way You Look Tonight","Billy Holiday","Love_Songs.jpg",13.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5905,"If You Were Mine","Billy Holiday","Love_Songs.jpg",14.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5906,"I Cant Believe That Youre In Love With Me","Billy Holiday","Love_Songs.jpg",15.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5907,"Lets Do It","Billy Holiday","Love_Songs.jpg",16.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Billie Holiday","audio-CD"
5908,"Sunflower","Paul Weller","Wild_Wood.jpg",1.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5909,"Can You Heal Us (Holy Man)","Paul Weller","Wild_Wood.jpg",2.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5910,"Wild Wood","Paul Weller","Wild_Wood.jpg",3.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5911,"Instrumental (Part 1)","Paul Weller","Wild_Wood.jpg",4.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5912,"All The Pictures On The Wall","Paul Weller","Wild_Wood.jpg",5.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5913,"Has My Fire Really Gone Out?","Paul Weller","Wild_Wood.jpg",6.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5914,"Country","Paul Weller","Wild_Wood.jpg",7.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5915,"Instrumental Two","Paul Weller","Wild_Wood.jpg",8.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5916,"5th Season","Paul Weller","Wild_Wood.jpg",9.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5917,"The Weaver","Paul Weller","Wild_Wood.jpg",10.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5918,"Instrumental One (Part 2)","Paul Weller","Wild_Wood.jpg",11.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5919,"Foot Of The Mountain","Paul Weller","Wild_Wood.jpg",12.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5920,"Shadow Of The Sun","Paul Weller","Wild_Wood.jpg",13.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5921,"Holy Man (Reprise)","Paul Weller","Wild_Wood.jpg",14.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5922,"Moon On Your Pyjamas","Paul Weller","Wild_Wood.jpg",15.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5923,"Hung Up","Paul Weller","Wild_Wood.jpg",16.16,"2011-10-19 19:18:33","2011-10-19 19:18:33","Paul Weller","audio-CD"
5924,"Here With Me","Dido Armstrong, Paul Statham, Pascal Gabriel","No_Angel.jpg",1.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Dido","audio-CD"
5925,"Hunter","Dido Armstrong, Rollo Armstrong","No_Angel.jpg",2.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Dido","audio-CD"
5926,"Dont Think Of Me","Dido Armstrong, Rollo Armstrong, Pauline Taylor, Paulie Herman","No_Angel.jpg",3.12,"2011-10-19 19:18:33","2011-10-19 19:18:33","Dido","audio-CD"
5927,"My Lovers Gone","Dido Armstrong, Jamie Catto","No_Angel.jpg",4.12,"2011-10-19 19:18:34","2011-10-19 19:18:34","Dido","audio-CD"
5928,"All You Want","Dido Armstrong, Paulie Herman, Rollo Armstrong","No_Angel.jpg",5.12,"2011-10-19 19:18:34","2011-10-19 19:18:34","Dido","audio-CD"
